DISTRICT,DISTNAME,REGION,DFLCHART,D_RATING,DSUPRATE,DFLYRE,COUNTY,CNTYNAME
'201910,TATUM ISD,'07,N,A,NQ,N,'201,RUSK
'210904,TENAHA ISD,'07,N,A,NQ,N,'210,SHELBY
'210905,TIMPSON ISD,'07,N,A,NQ,N,'210,SHELBY
'107907,TRINIDAD ISD,'07,N,A,NQ,N,'107,HENDERSON
'212904,TROUP ISD,'07,N,A,NQ,N,'212,SMITH
'212905,TYLER ISD,'07,N,A,NQ,N,'212,SMITH
'230908,UNION GROVE ISD,'07,N,R,NQ,N,'230,UPSHUR
'230904,UNION HILL ISD,'07,N,A,NQ,N,'230,UPSHUR
'234906,VAN ISD,'07,N,R,NQ,N,'234,VAN ZANDT
'102903,WASKOM ISD,'07,N,A,NQ,N,'102,HARRISON
'037909,WELLS ISD,'07,N,R,NQ,N,'037,CHEROKEE
'201914,WEST RUSK ISD,'07,N,A,NQ,N,'201,RUSK
'202905,WEST SABINE ISD,'07,N,A,NQ,N,'202,SABINE
'001908,WESTWOOD ISD,'07,N,A,NQ,N,'001,ANDERSON
'092908,WHITE OAK ISD,'07,N,R,NQ,N,'092,GREGG
'212906,WHITEHOUSE ISD,'07,N,R,NQ,N,'212,SMITH
'250907,WINNSBORO ISD,'07,N,R,NQ,N,'250,WOOD
'212910,WINONA ISD,'07,N,A,NQ,N,'212,SMITH
'174906,WODEN ISD,'07,N,R,NQ,N,'174,NACOGDOCHES
'250905,YANTIS ISD,'07,N,A,NQ,N,'250,WOOD
'003906,ZAVALLA ISD,'07,N,E,NQ,N,'003,ANGELINA
'034901,ATLANTA ISD,'08,N,R,NQ,N,'034,CASS
'194902,AVERY ISD,'08,N,R,NQ,N,'194,RED RIVER
'034902,AVINGER ISD,'08,N,A,NQ,N,'034,CASS
'034909,BLOOMBURG ISD,'08,N,E,NQ,N,'034,CASS
'225906,CHAPEL HILL ISD,'08,N,A,NA,N,'225,TITUS
'139905,CHISUM ISD,'08,N,R,NQ,N,'139,LAMAR
'194904,CLARKSVILLE ISD,'08,N,A,NQ,N,'194,RED RIVER
'112908,COMO-PICKTON CISD,'08,N,A,NQ,N,'112,HOPKINS
'060902,COOPER ISD,'08,N,A,NQ,N,'060,DELTA
'112905,CUMBY ISD,'08,N,R,NQ,N,'112,HOPKINS
'172902,DAINGERFIELD-LONE STAR ISD,'08,N,A,NQ,N,'172,MORRIS
'019901,DEKALB ISD,'08,N,R,NQ,N,'019,BOWIE
'194905,DETROIT ISD,'08,N,A,NQ,N,'194,RED RIVER
'060914,FANNINDEL ISD,'08,N,A,NQ,N,'060,DELTA
'225907,HARTS BLUFF ISD,'08,N,R,NA,N,'225,TITUS
'019902,HOOKS ISD,'08,N,R,NQ,N,'019,BOWIE
'019913,HUBBARD ISD,'08,N,E,NA,N,'019,BOWIE
'034903,HUGHES SPRINGS ISD,'08,N,A,NQ,N,'034,CASS
'155901,JEFFERSON ISD,'08,N,A,NQ,N,'155,MARION
'019914,LEARY ISD,'08,N,R,NA,N,'019,BOWIE
'019908,LIBERTY-EYLAU ISD,'08,N,R,NQ,N,'019,BOWIE
'034905,LINDEN-KILDARE CONS ISD,'08,N,E,NQ,N,'034,CASS
'019910,MALTA ISD,'08,N,R,NA,N,'019,BOWIE
'034908,MARIETTA ISD,'08,N,L,NA,N,'034,CASS
'019903,MAUD ISD,'08,N,R,NQ,N,'019,BOWIE
'034906,MCLEOD ISD,'08,N,E,NQ,N,'034,CASS
'112907,MILLER GROVE ISD,'08,N,A,NQ,N,'112,HOPKINS
'225902,MOUNT PLEASANT ISD,'08,N,A,NQ,N,'225,TITUS
'080901,MOUNT VERNON ISD,'08,N,R,NQ,N,'080,FRANKLIN
'019905,NEW BOSTON ISD,'08,N,R,NQ,N,'019,BOWIE
'112906,NORTH HOPKINS ISD,'08,N,A,NQ,N,'112,HOPKINS
'139911,NORTH LAMAR ISD,'08,N,A,NQ,N,'139,LAMAR
'139909,PARIS ISD,'08,N,A,NQ,N,'139,LAMAR
'172905,PEWITT ISD,'08,N,R,NQ,N,'172,MORRIS
'032902,PITTSBURG ISD,'08,N,A,NQ,N,'032,CAMP
'019912,PLEASANT GROVE ISD,'08,N,E,NQ,N,'019,BOWIE
'139912,PRAIRILAND ISD,'08,N,R,NQ,N,'139,LAMAR
'034907,QUEEN CITY ISD,'08,N,A,NQ,N,'034,CASS
'019911,RED LICK ISD,'08,N,R,NA,N,'019,BOWIE
'019906,REDWATER ISD,'08,N,R,NQ,N,'019,BOWIE
'139908,ROXTON ISD,'08,N,A,NQ,N,'139,LAMAR
'112909,SALTILLO ISD,'08,N,R,NQ,N,'112,HOPKINS
'019909,SIMMS ISD,'08,N,R,NQ,N,'019,BOWIE
'112910,SULPHUR BLUFF ISD,'08,N,R,NQ,N,'112,HOPKINS
'112901,SULPHUR SPRINGS ISD,'08,N,R,NQ,N,'112,HOPKINS
'194903,TALCO-BOGATA CONS ISD,'08,N,R,NQ,N,'194,RED RIVER
'019907,TEXARKANA ISD,'08,N,A,NQ,N,'019,BOWIE
'225905,WINFIELD ISD,'08,N,R,NA,N,'225,TITUS
'005901,ARCHER CITY ISD,'09,N,R,NQ,N,'005,ARCHER
'039904,BELLEVUE ISD,'09,N,E,NQ,N,'039,CLAY
'138904,BENJAMIN ISD,'09,N,R,NQ,N,'138,KNOX
'169901,BOWIE ISD,'09,N,R,NQ,N,'169,MONTAGUE
'119901,BRYSON ISD,'09,N,R,NQ,N,'119,JACK
'243901,BURKBURNETT ISD,'09,N,R,NQ,N,'243,WICHITA
'039901,BYERS ISD,'09,N,E,AT,N,'039,CLAY
'099902,CHILLICOTHE ISD,'09,N,A,NQ,N,'099,HARDEMAN
'243906,CITY VIEW ISD,'09,N,A,NA,N,'243,WICHITA
'078901,CROWELL ISD,'09,N,A,NQ,N,'078,FOARD
'243902,ELECTRA ISD,'09,N,A,NQ,N,'243,WICHITA
'169910,FORESTBURG ISD,'09,N,R,NQ,N,'169,MONTAGUE
'169906,GOLD BURG ISD,'09,N,A,AT,N,'169,MONTAGUE
'138901,GOREE ISD,'09,N,A,NQ,N,'138,KNOX
'252901,GRAHAM ISD,'09,N,A,NQ,N,'252,YOUNG
'244901,HARROLD ISD,'09,N,A,NQ,N,'244,WILBARGER
'039902,HENRIETTA ISD,'09,N,A,NQ,N,'039,CLAY
'005902,HOLLIDAY ISD,'09,N,R,NQ,N,'005,ARCHER
'243903,IOWA PARK CONS ISD,'09,N,R,NQ,N,'243,WICHITA
'119902,JACKSBORO ISD,'09,N,R,NQ,N,'119,JACK
'138902,KNOX CITY-O'BRIEN ISD,'09,N,R,NQ,N,'138,KNOX
'005903,MEGARGEL ISD,'09,N,A,NQ,N,'005,ARCHER
'039905,MIDWAY ISD,'09,N,E,AC,N,'039,CLAY
'169908,MONTAGUE ISD,'09,N,A,NA,N,'169,MONTAGUE
'138903,MUNDAY ISD,'09,N,A,NQ,N,'138,KNOX
'252902,NEWCASTLE ISD,'09,N,A,NQ,N,'252,YOUNG
'169902,NOCONA ISD,'09,N,R,NQ,N,'169,MONTAGUE
'244905,NORTHSIDE ISD,'09,N,R,NQ,N,'244,WILBARGER
'252903,OLNEY ISD,'09,N,A,NQ,N,'252,YOUNG
'119903,PERRIN-WHITT CONS ISD,'09,N,R,NQ,N,'119,JACK
'039903,PETROLIA ISD,'09,N,A,NQ,N,'039,CLAY
'169909,PRAIRIE VALLEY ISD,'09,N,E,NQ,N,'169,MONTAGUE
'099903,QUANAH ISD,'09,N,A,NQ,N,'099,HARDEMAN
'169911,SAINT JO ISD,'09,N,E,NQ,N,'169,MONTAGUE
'012901,SEYMOUR ISD,'09,N,R,NQ,N,'012,BAYLOR
'224901,THROCKMORTON ISD,'09,N,R,NQ,N,'224,THROCKMORTON
'244903,VERNON ISD,'09,N,A,NQ,N,'244,WILBARGER
'243905,WICHITA FALLS ISD,'09,N,A,NQ,N,'243,WICHITA
'005904,WINDTHORST ISD,'09,N,R,NQ,N,'005,ARCHER
'224902,WOODSON ISD,'09,N,E,NQ,N,'224,THROCKMORTON
'043901,ALLEN ISD,'10,N,E,NQ,N,'043,COLLIN
'043902,ANNA ISD,'10,N,A,NQ,N,'043,COLLIN
'070901,AVALON ISD,'10,N,A,NQ,N,'070,ELLIS
'091901,BELLS ISD,'10,N,R,NQ,N,'091,GRAYSON
'116915,BLAND ISD,'10,N,A,NQ,N,'116,HUNT
'043917,BLUE RIDGE ISD,'10,N,R,NQ,N,'043,COLLIN
'116916,BOLES ISD,'10,N,A,NQ,N,'116,HUNT
'074903,BONHAM ISD,'10,N,A,NQ,N,'074,FANNIN
'116901,CADDO MILLS ISD,'10,N,R,NQ,N,'116,HUNT
'116910,CAMPBELL ISD,'10,N,R,NQ,N,'116,HUNT
'234902,CANTON ISD,'10,N,E,NQ,N,'234,VAN ZANDT
'057903,CARROLLTON-FARMERS BRANCH ISD,'10,N,A,NQ,N,'057,DALLAS
'057904,CEDAR HILL ISD,'10,N,A,NQ,N,'057,DALLAS
'116902,CELESTE ISD,'10,N,R,NQ,N,'116,HUNT
'043903,CELINA ISD,'10,N,A,NQ,N,'043,COLLIN
'091902,COLLINSVILLE ISD,'10,N,R,NQ,N,'091,GRAYSON
'116903,COMMERCE ISD,'10,N,A,NQ,N,'116,HUNT
'043918,COMMUNITY ISD,'10,N,A,NQ,N,'043,COLLIN
'057922,COPPELL ISD,'10,N,E,NQ,N,'057,DALLAS
'129901,CRANDALL ISD,'10,N,R,NQ,N,'129,KAUFMAN
'057804,DALLAS CAN! ACADEMY CHARTER,'10,Y,C,CS,N,'057,DALLAS
'057905,DALLAS ISD,'10,N,A,NQ,P,'057,DALLAS
'091903,DENISON ISD,'10,N,A,NQ,N,'091,GRAYSON
'057906,DESOTO ISD,'10,N,A,NQ,N,'057,DALLAS
'074904,DODD CITY ISD,'10,N,A,NQ,N,'074,FANNIN
'057907,DUNCANVILLE ISD,'10,N,A,NQ,N,'057,DALLAS
'074905,ECTOR ISD,'10,N,A,AC,N,'074,FANNIN
'070903,ENNIS ISD,'10,N,A,NQ,N,'070,ELLIS
'043904,FARMERSVILLE ISD,'10,N,A,NQ,N,'043,COLLIN
'070905,FERRIS ISD,'10,N,R,NQ,N,'070,ELLIS
'129902,FORNEY ISD,'10,N,R,NQ,N,'129,KAUFMAN
'043905,FRISCO ISD,'10,N,A,NQ,N,'043,COLLIN
'057909,GARLAND ISD,'10,N,A,NQ,N,'057,DALLAS
'057910,GRAND PRAIRIE ISD,'10,N,A,NQ,N,'057,DALLAS
'116905,GREENVILLE ISD,'10,N,A,NQ,N,'116,HUNT
'091917,GUNTER ISD,'10,N,E,NQ,N,'091,GRAYSON
'057911,HIGHLAND PARK ISD,'10,N,E,AC,N,'057,DALLAS
'074907,HONEY GROVE ISD,'10,N,A,NQ,N,'074,FANNIN
'091905,HOWE ISD,'10,N,R,NQ,N,'091,GRAYSON
'057912,IRVING ISD,'10,N,A,NQ,N,'057,DALLAS
'070907,ITALY ISD,'10,N,A,NQ,N,'070,ELLIS
'129903,KAUFMAN ISD,'10,N,A,NQ,N,'129,KAUFMAN
'129904,KEMP ISD,'10,N,A,NQ,N,'129,KAUFMAN
'057913,LANCASTER ISD,'10,N,A,NQ,N,'057,DALLAS
'074909,LEONARD ISD,'10,N,A,NQ,N,'074,FANNIN
'116906,LONE OAK ISD,'10,N,E,NQ,N,'116,HUNT
'043919,LOVEJOY ISD,'10,N,E,NA,N,'043,COLLIN
'129905,MABANK ISD,'10,N,R,NQ,N,'129,KAUFMAN
'070915,MAYPEARL ISD,'10,N,R,NQ,N,'070,ELLIS
'043907,MCKINNEY ISD,'10,N,A,NQ,P,'043,COLLIN
'043908,MELISSA ISD,'10,N,A,NA,N,'043,COLLIN
'057914,MESQUITE ISD,'10,N,A,NQ,N,'057,DALLAS
'070908,MIDLOTHIAN ISD,'10,N,A,NQ,N,'070,ELLIS
'070909,MILFORD ISD,'10,N,A,NQ,N,'070,ELLIS
'070910,PALMER ISD,'10,N,A,NQ,N,'070,ELLIS
'057802,PEGASUS CHARTER SCHOOL,'10,Y,C,CS,N,'057,DALLAS
'043910,PLANO ISD,'10,N,A,AC,N,'043,COLLIN
'091913,POTTSBORO ISD,'10,N,R,NQ,N,'091,GRAYSON
'043911,PRINCETON ISD,'10,N,A,NQ,N,'043,COLLIN
'043912,PROSPER ISD,'10,N,A,NQ,N,'043,COLLIN
'116908,QUINLAN ISD,'10,N,A,NQ,N,'116,HUNT
'070911,RED OAK ISD,'10,N,R,NQ,N,'070,ELLIS
'057801,RENAISSANCE CHARTER SCHOOL,'10,Y,C,CS,N,'057,DALLAS
'057916,RICHARDSON ISD,'10,N,A,NQ,N,'057,DALLAS
'199901,ROCKWALL ISD,'10,N,R,NQ,N,'199,ROCKWALL
'199902,ROYSE CITY ISD,'10,N,A,NQ,N,'199,ROCKWALL
'091914,S AND S CONS ISD,'10,N,E,NQ,N,'091,GRAYSON
'074917,SAM RAYBURN ISD,'10,N,A,NQ,N,'074,FANNIN
'074911,SAVOY ISD,'10,N,A,NQ,N,'074,FANNIN
'129910,SCURRY-ROSSER ISD,'10,N,A,NQ,N,'129,KAUFMAN
'091906,SHERMAN ISD,'10,N,A,NQ,N,'091,GRAYSON
'057919,SUNNYVALE ISD,'10,N,E,NA,N,'057,DALLAS
'129906,TERRELL ISD,'10,N,R,NQ,N,'129,KAUFMAN
'057803,THE NORTH HILLS SCHOOL,'10,Y,C,CS,N,'057,DALLAS
'091907,TIOGA ISD,'10,N,E,NA,N,'091,GRAYSON
'091918,TOM BEAN ISD,'10,N,R,NQ,N,'091,GRAYSON
'074912,TRENTON ISD,'10,N,R,NQ,N,'074,FANNIN
'091908,VAN ALSTYNE ISD,'10,N,R,NQ,N,'091,GRAYSON
'070912,WAXAHACHIE ISD,'10,N,A,NQ,N,'070,ELLIS
'091909,WHITESBORO ISD,'10,N,A,NQ,N,'091,GRAYSON
'091910,WHITEWRIGHT ISD,'10,N,E,NQ,N,'091,GRAYSON
'234907,WILLS POINT ISD,'10,N,A,NQ,N,'234,VAN ZANDT
'057920,WILMER-HUTCHINS ISD,'10,N,A,NQ,N,'057,DALLAS
'116909,WOLFE CITY ISD,'10,N,E,NQ,N,'116,HUNT
'043914,WYLIE ISD,'10,N,A,NQ,N,'043,COLLIN
'184907,ALEDO ISD,'11,N,E,NQ,N,'184,PARKER
'126901,ALVARADO ISD,'11,N,R,NQ,N,'126,JOHNSON
'249901,ALVORD ISD,'11,N,A,NQ,N,'249,WISE
'061910,ARGYLE ISD,'11,N,E,NA,N,'061,DENTON
'220901,ARLINGTON ISD,'11,N,A,NQ,P,'220,TARRANT
'061907,AUBREY ISD,'11,N,A,NQ,N,'061,DENTON
'220915,AZLE ISD,'11,N,R,NQ,N,'220,TARRANT
'220902,BIRDVILLE ISD,'11,N,A,NQ,N,'220,TARRANT
'072904,BLUFF DALE ISD,'11,N,E,NA,N,'072,ERATH
'249902,BOYD ISD,'11,N,A,NQ,N,'249,WISE
'249903,BRIDGEPORT ISD,'11,N,A,NQ,N,'249,WISE
'184909,BROCK ISD,'11,N,R,NQ,N,'184,PARKER
'126902,BURLESON ISD,'11,N,R,NQ,N,'126,JOHNSON
'049905,CALLISBURG ISD,'11,N,R,NQ,N,'049,COOKE
'220919,CARROLL ISD,'11,N,E,NQ,N,'220,TARRANT
'220917,CASTLEBERRY ISD,'11,N,A,NQ,N,'220,TARRANT
'249904,CHICO ISD,'11,N,A,NQ,N,'249,WISE
'126903,CLEBURNE ISD,'11,N,A,NQ,N,'126,JOHNSON
'220912,CROWLEY ISD,'11,N,R,NQ,N,'220,TARRANT
'249905,DECATUR ISD,'11,N,A,NQ,N,'249,WISE
'061901,DENTON ISD,'11,N,A,NQ,N,'061,DENTON
'072902,DUBLIN ISD,'11,N,A,NQ,N,'072,ERATH
'220918,EAGLE MT-SAGINAW ISD,'11,N,R,NQ,N,'220,TARRANT
'049906,ERA ISD,'11,N,R,NQ,N,'049,COOKE
'220904,EVERMAN ISD,'11,N,A,NQ,N,'220,TARRANT
'220905,FORT WORTH ISD,'11,N,A,NQ,P,'220,TARRANT
'049901,GAINESVILLE ISD,'11,N,A,NQ,N,'049,COOKE
'184911,GARNER ISD,'11,N,R,NA,N,'184,PARKER
'213901,GLEN ROSE ISD,'11,N,R,NQ,N,'213,SOMERVELL
'126911,GODLEY ISD,'11,N,R,NQ,N,'126,JOHNSON
'182901,GORDON ISD,'11,N,E,NQ,N,'182,PALO PINTO
'182902,GRAFORD ISD,'11,N,R,NQ,N,'182,PALO PINTO
'111901,GRANBURY ISD,'11,N,R,NQ,N,'111,HOOD
'126904,GRANDVIEW ISD,'11,N,R,NQ,N,'126,JOHNSON
'220906,GRAPEVINE-COLLEYVILLE ISD,'11,N,R,NQ,N,'220,TARRANT
'072908,HUCKABAY ISD,'11,N,A,NQ,N,'072,ERATH
'220916,HURST-EULESS-BEDFORD ISD,'11,N,A,NQ,N,'220,TARRANT
'126905,JOSHUA ISD,'11,N,A,NQ,N,'126,JOHNSON
'126906,KEENE ISD,'11,N,R,NQ,N,'126,JOHNSON
'220907,KELLER ISD,'11,N,A,NQ,N,'220,TARRANT
'220914,KENNEDALE ISD,'11,N,A,NQ,N,'220,TARRANT
'061905,KRUM ISD,'11,N,A,NQ,N,'061,DENTON
'061912,LAKE DALLAS ISD,'11,N,R,NQ,N,'061,DENTON
'220910,LAKE WORTH ISD,'11,N,A,NQ,N,'220,TARRANT
'061902,LEWISVILLE ISD,'11,N,R,NQ,N,'061,DENTON
'049907,LINDSAY ISD,'11,N,E,NQ,N,'049,COOKE
'072909,LINGLEVILLE ISD,'11,N,A,NQ,N,'072,ERATH
'111902,LIPAN ISD,'11,N,A,NQ,N,'111,HOOD
'061914,LITTLE ELM ISD,'11,N,A,NQ,N,'061,DENTON
'220908,MANSFIELD ISD,'11,N,R,NQ,N,'220,TARRANT
'220909,MASONIC HOME ISD,'11,N,R,NQ,N,'220,TARRANT
'184904,MILLSAP ISD,'11,N,A,NQ,N,'184,PARKER
'182903,MINERAL WELLS ISD,'11,N,A,NQ,N,'182,PALO PINTO
'072910,MORGAN MILL ISD,'11,N,E,NA,N,'072,ERATH
'049902,MUENSTER ISD,'11,N,R,AT,N,'049,COOKE
'061911,NORTHWEST ISD,'11,N,A,NQ,N,'061,DENTON
'182906,PALO PINTO ISD,'11,N,E,NA,N,'182,PALO PINTO
'249906,PARADISE ISD,'11,N,A,NQ,N,'249,WISE
'184908,PEASTER ISD,'11,N,R,NQ,N,'184,PARKER
'061903,PILOT POINT ISD,'11,N,R,NQ,N,'061,DENTON
'061906,PONDER ISD,'11,N,R,NQ,N,'061,DENTON
'184901,POOLVILLE ISD,'11,N,R,NQ,N,'184,PARKER
'126907,RIO VISTA ISD,'11,N,A,NQ,N,'126,JOHNSON
'061908,SANGER ISD,'11,N,A,NQ,N,'061,DENTON
'182904,SANTO ISD,'11,N,A,NQ,N,'182,PALO PINTO
'049909,SIVELLS BEND ISD,'11,N,R,NA,N,'049,COOKE
'249908,SLIDELL ISD,'11,N,A,NQ,N,'249,WISE
'184902,SPRINGTOWN ISD,'11,N,A,NQ,N,'184,PARKER
'072903,STEPHENVILLE ISD,'11,N,R,NQ,N,'072,ERATH
'182905,STRAWN ISD,'11,N,R,NQ,N,'182,PALO PINTO
'072901,THREE WAY ISD,'11,N,R,NA,N,'072,ERATH
'111903,TOLAR ISD,'11,N,A,NQ,N,'111,HOOD
'049903,VALLEY VIEW ISD,'11,N,E,NQ,N,'049,COOKE
'126908,VENUS ISD,'11,N,A,NQ,N,'126,JOHNSON
'049908,WALNUT BEND ISD,'11,N,A,NA,N,'049,COOKE
'184903,WEATHERFORD ISD,'11,N,A,NQ,N,'184,PARKER
'220920,WHITE SETTLEMENT ISD,'11,N,R,NQ,N,'220,TARRANT
'109901,ABBOTT ISD,'12,N,E,AT,N,'109,HILL
'014901,ACADEMY ISD,'12,N,R,NQ,N,'014,BELL
'109912,AQUILLA ISD,'12,N,R,NQ,N,'109,HILL
'161918,AXTELL ISD,'12,N,R,NQ,N,'161,MCLENNAN
'014902,BARTLETT ISD,'12,N,A,NQ,N,'014,BELL
'014903,BELTON ISD,'12,N,A,NQ,N,'014,BELL
'175902,BLOOMING GROVE ISD,'12,N,A,NQ,N,'175,NAVARRO
'109913,BLUM ISD,'12,N,R,NQ,N,'109,HILL
'161923,BOSQUEVILLE ISD,'12,N,E,NQ,N,'161,MCLENNAN
'161919,BRUCEVILLE-EDDY ISD,'12,N,A,NQ,N,'161,MCLENNAN
'109902,BYNUM ISD,'12,N,E,NQ,N,'109,HILL
'073901,CHILTON ISD,'12,N,A,NQ,N,'073,FALLS
'161920,CHINA SPRING ISD,'12,N,R,NQ,N,'161,MCLENNAN
'018901,CLIFTON ISD,'12,N,A,NQ,N,'018,BOSQUE
'161921,CONNALLY ISD,'12,N,R,NQ,N,'161,MCLENNAN
'147901,COOLIDGE ISD,'12,N,R,NQ,N,'147,LIMESTONE
'050910,COPPERAS COVE ISD,'12,N,A,NQ,N,'050,CORYELL
'175903,CORSICANA ISD,'12,N,A,NQ,N,'175,NAVARRO
'109903,COVINGTON ISD,'12,N,A,NQ,N,'109,HILL
'018908,CRANFILLS GAP ISD,'12,N,R,NQ,N,'018,BOSQUE
'161901,CRAWFORD ISD,'12,N,E,NQ,N,'161,MCLENNAN
'175904,DAWSON ISD,'12,N,A,NQ,N,'175,NAVARRO
'081906,DEW ISD,'12,N,E,NA,N,'081,FREESTONE
'050901,EVANT ISD,'12,N,R,NQ,N,'050,CORYELL
'081902,FAIRFIELD ISD,'12,N,A,NQ,N,'081,FREESTONE
'175905,FROST ISD,'12,N,E,NQ,N,'175,NAVARRO
'050902,GATESVILLE ISD,'12,N,A,NQ,N,'050,CORYELL
'161925,GHOLSON ISD,'12,N,E,NA,N,'161,MCLENNAN
'167901,GOLDTHWAITE ISD,'12,N,A,NQ,N,'167,MILLS
'147902,GROESBECK ISD,'12,N,A,NQ,N,'147,LIMESTONE
'161924,HALLSBURG ISD,'12,N,E,NA,N,'161,MCLENNAN
'097902,HAMILTON ISD,'12,N,A,NQ,N,'097,HAMILTON
'097903,HICO ISD,'12,N,R,NQ,N,'097,HAMILTON
'109904,HILLSBORO ISD,'12,N,A,NQ,N,'109,HILL
'014905,HOLLAND ISD,'12,N,R,NQ,N,'014,BELL
'109905,HUBBARD ISD,'12,N,A,NQ,N,'109,HILL
'018906,IREDELL ISD,'12,N,R,NQ,N,'018,BOSQUE
'109907,ITASCA ISD,'12,N,E,NQ,N,'109,HILL
'050909,JONESBORO ISD,'12,N,R,NQ,N,'050,CORYELL
'175907,KERENS ISD,'12,N,A,NQ,N,'175,NAVARRO
'014906,KILLEEN ISD,'12,N,A,NQ,N,'014,BELL
'018907,KOPPERL ISD,'12,N,A,NQ,N,'018,BOSQUE
'161906,LA VEGA ISD,'12,N,A,NQ,N,'161,MCLENNAN
'141901,LAMPASAS ISD,'12,N,R,NQ,N,'141,LAMPASAS
'141902,LOMETA ISD,'12,N,R,NQ,N,'141,LAMPASAS
'161907,LORENA ISD,'12,N,E,NQ,N,'161,MCLENNAN
'109908,MALONE ISD,'12,N,R,NA,N,'109,HILL
'073903,MARLIN ISD,'12,N,A,NQ,N,'073,FALLS
'161908,MART ISD,'12,N,A,NQ,N,'161,MCLENNAN
'161909,MCGREGOR ISD,'12,N,R,NQ,N,'161,MCLENNAN
'018902,MERIDIAN ISD,'12,N,A,NQ,N,'018,BOSQUE
'147903,MEXIA ISD,'12,N,A,NQ,N,'147,LIMESTONE
'161903,MIDWAY ISD,'12,N,R,NQ,N,'161,MCLENNAN
'175910,MILDRED ISD,'12,N,R,NQ,N,'175,NAVARRO
'161910,MOODY ISD,'12,N,A,NQ,N,'161,MCLENNAN
'018903,MORGAN ISD,'12,N,A,NQ,N,'018,BOSQUE
'109910,MOUNT CALM ISD,'12,N,A,NA,N,'109,HILL
'167902,MULLIN ISD,'12,N,A,NQ,N,'167,MILLS
'050904,OGLESBY ISD,'12,N,R,NQ,N,'050,CORYELL
'109914,PENELOPE ISD,'12,N,R,AT,N,'109,HILL
'167904,PRIDDY ISD,'12,N,R,NQ,N,'167,MILLS
'175911,RICE ISD,'12,N,R,NA,N,'175,NAVARRO
'161912,RIESEL ISD,'12,N,R,NQ,N,'161,MCLENNAN
'161922,ROBINSON ISD,'12,N,R,NQ,N,'161,MCLENNAN
'014907,ROGERS ISD,'12,N,R,NQ,N,'014,BELL
'073905,ROSEBUD-LOTT ISD,'12,N,A,NQ,N,'073,FALLS
'014908,SALADO ISD,'12,N,R,NQ,N,'014,BELL
'167903,STAR ISD,'12,N,A,NQ,N,'167,MILLS
'081904,TEAGUE ISD,'12,N,A,NQ,N,'081,FREESTONE
'014909,TEMPLE ISD,'12,N,A,NQ,N,'014,BELL
'014910,TROY ISD,'12,N,A,NQ,N,'014,BELL
'018904,VALLEY MILLS ISD,'12,N,A,NQ,N,'018,BOSQUE
'161801,WACO CHARTER SCHOOL,'12,Y,C,CS,N,'161,MCLENNAN
'161914,WACO ISD,'12,N,A,NQ,N,'161,MCLENNAN
'018905,WALNUT SPRINGS ISD,'12,N,A,NQ,N,'018,BOSQUE
'161916,WEST ISD,'12,N,R,NQ,N,'161,MCLENNAN
'073904,WESTPHALIA ISD,'12,N,E,NA,N,'073,FALLS
'109911,WHITNEY ISD,'12,N,A,NQ,N,'109,HILL
'081905,WORTHAM ISD,'12,N,R,NQ,N,'081,FREESTONE
'227801,AMERICAN INSTITUTE FOR LEARNING,'13,Y,C,CS,N,'227,TRAVIS
'227901,AUSTIN ISD,'13,N,A,NQ,P,'227,TRAVIS
'011901,BASTROP ISD,'13,N,A,NQ,N,'011,BASTROP
'016902,BLANCO ISD,'13,N,R,NQ,N,'016,BLANCO
'027903,BURNET CONS ISD,'13,N,A,NQ,N,'027,BURNET
'046902,COMAL ISD,'13,N,A,NQ,N,'046,COMAL
'130902,COMFORT ISD,'13,N,A,NQ,N,'130,KENDALL
'246914,COUPLAND ISD,'13,N,E,NA,N,'246,WILLIAMSON
'227910,DEL VALLE ISD,'13,N,A,NQ,N,'227,TRAVIS
'144903,DIME BOX ISD,'13,N,A,AT,N,'144,LEE
'086024,DOSS CONS CSD,'13,N,A,NA,N,'086,GILLESPIE
