DISTRICT,DISTNAME,REGION,DFLCHART,D_RATING,DSUPRATE,DFLYRE,COUNTY,CNTYNAME
'105904,DRIPPING SPRINGS ISD,'13,N,E,AC,N,'105,HAYS
'227909,EANES ISD,'13,N,E,AC,N,'227,TRAVIS
'011902,ELGIN ISD,'13,N,A,NQ,N,'011,BASTROP
'075906,FAYETTEVILLE ISD,'13,N,R,AT,N,'075,FAYETTE
'075901,FLATONIA ISD,'13,N,R,NQ,N,'075,FAYETTE
'246902,FLORENCE ISD,'13,N,A,NQ,N,'246,WILLIAMSON
'086901,FREDERICKSBURG ISD,'13,N,A,NQ,N,'086,GILLESPIE
'246904,GEORGETOWN ISD,'13,N,A,NQ,N,'246,WILLIAMSON
'144901,GIDDINGS ISD,'13,N,A,NQ,N,'144,LEE
'089901,GONZALES ISD,'13,N,A,NQ,N,'089,GONZALES
'246905,GRANGER ISD,'13,N,A,NQ,N,'246,WILLIAMSON
'086902,HARPER ISD,'13,N,E,NQ,N,'086,GILLESPIE
'105906,HAYS CONS ISD,'13,N,A,NQ,N,'105,HAYS
'246906,HUTTO ISD,'13,N,A,NQ,N,'246,WILLIAMSON
'246907,JARRELL ISD,'13,N,A,NQ,N,'246,WILLIAMSON
'016901,JOHNSON CITY ISD,'13,N,R,NQ,N,'016,BLANCO
'075902,LA GRANGE ISD,'13,N,A,NQ,N,'075,FAYETTE
'227912,LAGO VISTA ISD,'13,N,A,NQ,N,'227,TRAVIS
'227913,LAKE TRAVIS ISD,'13,N,R,NQ,N,'227,TRAVIS
'246913,LEANDER ISD,'13,N,R,NQ,N,'246,WILLIAMSON
'144902,LEXINGTON ISD,'13,N,A,NQ,N,'144,LEE
'246908,LIBERTY HILL ISD,'13,N,E,NQ,N,'246,WILLIAMSON
'150901,LLANO ISD,'13,N,R,NQ,N,'150,LLANO
'028902,LOCKHART ISD,'13,N,A,NQ,N,'028,CALDWELL
'028903,LULING ISD,'13,N,A,NQ,N,'028,CALDWELL
'227907,MANOR ISD,'13,N,A,NQ,N,'227,TRAVIS
'027904,MARBLE FALLS ISD,'13,N,A,NQ,N,'027,BURNET
'094904,MARION ISD,'13,N,R,NQ,N,'094,GUADALUPE
'011905,MCDADE ISD,'13,N,L,NA,N,'011,BASTROP
'094903,NAVARRO ISD,'13,N,A,NQ,N,'094,GUADALUPE
'046901,NEW BRAUNFELS ISD,'13,N,A,NQ,N,'046,COMAL
'089903,NIXON-SMILEY CONS ISD,'13,N,R,NQ,N,'089,GONZALES
'227904,PFLUGERVILLE ISD,'13,N,A,NQ,N,'227,TRAVIS
'028906,PRAIRIE LEA ISD,'13,N,A,NQ,N,'028,CALDWELL
'246909,ROUND ROCK ISD,'13,N,A,NQ,N,'246,WILLIAMSON
'075908,ROUND TOP-CARMINE ISD,'13,N,R,NQ,N,'075,FAYETTE
'105902,SAN MARCOS CONS ISD,'13,N,A,NQ,N,'105,HAYS
'094902,SCHERTZ-CIBOLO-U CITY ISD,'13,N,A,NQ,N,'094,GUADALUPE
'075903,SCHULENBURG ISD,'13,N,A,NQ,N,'075,FAYETTE
'094901,SEGUIN ISD,'13,N,A,NQ,N,'094,GUADALUPE
'011904,SMITHVILLE ISD,'13,N,A,NQ,N,'011,BASTROP
'246911,TAYLOR ISD,'13,N,A,NQ,N,'246,WILLIAMSON
'227802,TEXAS ACADEMY OF EXCELLENCE,'13,Y,C,CS,N,'227,TRAVIS
'166905,THORNDALE ISD,'13,N,R,NQ,N,'166,MILAM
'246912,THRALL ISD,'13,N,A,NQ,N,'246,WILLIAMSON
'089905,WAELDER ISD,'13,N,A,NQ,N,'089,GONZALES
'105905,WIMBERLEY ISD,'13,N,E,NQ,N,'105,HAYS
'221901,ABILENE ISD,'14,N,A,NQ,N,'221,TAYLOR
'209901,ALBANY ISD,'14,N,E,NQ,N,'209,SHACKELFORD
'127901,ANSON ISD,'14,N,R,NQ,N,'127,JONES
'217901,ASPERMONT ISD,'14,N,R,NQ,N,'217,STONEWALL
'030903,BAIRD ISD,'14,N,A,NQ,N,'030,CALLAHAN
'177903,BLACKWELL CONS ISD,'14,N,R,NQ,N,'177,NOLAN
'215901,BRECKENRIDGE ISD,'14,N,R,NQ,N,'215,STEPHENS
'067902,CISCO ISD,'14,N,R,NQ,N,'067,EASTLAND
'030902,CLYDE CONS ISD,'14,N,R,NQ,N,'030,CALLAHAN
'168901,COLORADO ISD,'14,N,A,NQ,N,'168,MITCHELL
'047901,COMANCHE ISD,'14,N,A,NQ,N,'047,COMANCHE
'030901,CROSS PLAINS ISD,'14,N,A,NQ,N,'030,CALLAHAN
'047902,DE LEON ISD,'14,N,A,NQ,N,'047,COMANCHE
'067903,EASTLAND ISD,'14,N,R,NQ,N,'067,EASTLAND
'030906,EULA ISD,'14,N,R,NQ,N,'030,CALLAHAN
'067904,GORMAN ISD,'14,N,R,NQ,N,'067,EASTLAND
'047903,GUSTINE ISD,'14,N,A,NQ,N,'047,COMANCHE
'127903,HAMLIN ISD,'14,N,R,NQ,N,'127,JONES
'104901,HASKELL CISD,'14,N,R,NQ,N,'104,HASKELL
'127904,HAWLEY ISD,'14,N,A,NQ,N,'127,JONES
'208901,HERMLEIGH ISD,'14,N,A,NQ,N,'208,SCURRY
'177905,HIGHLAND ISD,'14,N,R,NQ,N,'177,NOLAN
'208903,IRA ISD,'14,N,E,AT,N,'208,SCURRY
'221911,JIM NED CONS ISD,'14,N,E,NQ,N,'221,TAYLOR
'168902,LORAINE ISD,'14,N,A,NQ,N,'168,MITCHELL
'127905,LUEDERS-AVOCA ISD,'14,N,E,NQ,N,'127,JONES
'221904,MERKEL ISD,'14,N,A,NQ,N,'221,TAYLOR
'209902,MORAN ISD,'14,N,E,NQ,N,'209,SHACKELFORD
'104907,PAINT CREEK ISD,'14,N,E,NQ,N,'104,HASKELL
'067907,RANGER ISD,'14,N,R,NQ,N,'067,EASTLAND
'067908,RISING STAR ISD,'14,N,R,NQ,N,'067,EASTLAND
'076903,ROBY CONS ISD,'14,N,R,AT,N,'076,FISHER
'104902,ROCHESTER ISD,'14,N,E,NQ,N,'104,HASKELL
'177901,ROSCOE ISD,'14,N,R,NQ,N,'177,NOLAN
'076904,ROTAN ISD,'14,N,E,NQ,N,'076,FISHER
'104903,RULE ISD,'14,N,R,AC,N,'104,HASKELL
'047905,SIDNEY ISD,'14,N,R,AT,N,'047,COMANCHE
'208902,SNYDER ISD,'14,N,R,NQ,N,'208,SCURRY
'127906,STAMFORD ISD,'14,N,A,NQ,N,'127,JONES
'177902,SWEETWATER ISD,'14,N,A,NQ,N,'177,NOLAN
'221905,TRENT ISD,'14,N,A,AC,N,'221,TAYLOR
'168903,WESTBROOK ISD,'14,N,A,NQ,N,'168,MITCHELL
'221912,WYLIE ISD,'14,N,E,NQ,N,'221,TAYLOR
'200901,BALLINGER ISD,'15,N,A,NQ,N,'200,RUNNELS
'025901,BANGS ISD,'15,N,R,NQ,N,'025,BROWN
'025904,BLANKET ISD,'15,N,A,NQ,N,'025,BROWN
'160901,BRADY ISD,'15,N,R,NQ,N,'160,MCCULLOCH
'041901,BRONTE ISD,'15,N,R,NQ,N,'041,COKE
'025908,BROOKESMITH ISD,'15,N,E,NQ,N,'025,BROWN
'025902,BROWNWOOD ISD,'15,N,A,NQ,N,'025,BROWN
'206903,CHEROKEE ISD,'15,N,A,NQ,N,'206,SAN SABA
'226901,CHRISTOVAL ISD,'15,N,R,NQ,N,'226,TOM GREEN
'042901,COLEMAN ISD,'15,N,R,NQ,N,'042,COLEMAN
'233903,COMSTOCK ISD,'15,N,R,NQ,N,'233,VAL VERDE
'053001,CROCKETT CO CONS CSD,'15,N,R,NQ,N,'053,CROCKETT
'025909,EARLY ISD,'15,N,E,NQ,N,'025,BROWN
'048901,EDEN CONS ISD,'15,N,A,NQ,N,'048,CONCHO
'226907,GRAPE CREEK ISD,'15,N,R,NA,N,'226,TOM GREEN
'118902,IRION CO ISD,'15,N,R,NQ,N,'118,IRION
'134901,JUNCTION ISD,'15,N,R,NQ,N,'134,KIMBLE
'160905,LOHN ISD,'15,N,E,NQ,N,'160,MCCULLOCH
'157901,MASON ISD,'15,N,R,NQ,N,'157,MASON
'025905,MAY ISD,'15,N,R,AC,N,'025,BROWN
'164901,MENARD ISD,'15,N,R,NQ,N,'164,MENARD
'200902,MILES ISD,'15,N,A,NQ,N,'200,RUNNELS
'042906,NOVICE ISD,'15,N,L,NE,N,'042,COLEMAN
'069902,NUECES CANYON CONS ISD,'15,N,R,NQ,N,'069,EDWARDS
'200906,OLFEN ISD,'15,N,A,NA,N,'200,RUNNELS
'048903,PAINT ROCK ISD,'15,N,E,NQ,N,'048,CONCHO
'042905,PANTHER CREEK CONS ISD,'15,N,R,NQ,N,'042,COLEMAN
'206902,RICHLAND SPRINGS ISD,'15,N,A,NQ,N,'206,SAN SABA
'041902,ROBERT LEE ISD,'15,N,R,NQ,N,'041,COKE
'160904,ROCHELLE ISD,'15,N,R,NQ,N,'160,MCCULLOCH
'069901,ROCKSPRINGS ISD,'15,N,A,NQ,N,'069,EDWARDS
'226903,SAN ANGELO ISD,'15,N,A,NQ,N,'226,TOM GREEN
'233901,SAN FELIPE-DEL RIO CONS ISD,'15,N,A,NQ,N,'233,VAL VERDE
'206901,SAN SABA ISD,'15,N,A,NQ,N,'206,SAN SABA
'042903,SANTA ANNA ISD,'15,N,R,NQ,N,'042,COLEMAN
'207901,SCHLEICHER ISD,'15,N,E,NQ,N,'207,SCHLEICHER
'218901,SONORA ISD,'15,N,A,NQ,N,'218,SUTTON
'216901,STERLING CITY ISD,'15,N,A,NQ,N,'216,STERLING
'226908,VERIBEST ISD,'15,N,E,NA,N,'226,TOM GREEN
'226906,WALL ISD,'15,N,R,NQ,N,'226,TOM GREEN
'226905,WATER VALLEY ISD,'15,N,A,NQ,N,'226,TOM GREEN
'200904,WINTERS ISD,'15,N,A,NQ,N,'200,RUNNELS
'025906,ZEPHYR ISD,'15,N,E,NQ,N,'025,BROWN
'180903,ADRIAN ISD,'16,N,E,AC,N,'180,OLDHAM
'242904,ALLISON ISD,'16,N,A,NQ,N,'242,WHEELER
'188901,AMARILLO ISD,'16,N,A,NQ,N,'188,POTTER
'148901,BOOKER ISD,'16,N,E,NQ,N,'148,LIPSCOMB
'117901,BORGER ISD,'16,N,A,NQ,N,'117,HUTCHINSON
'185901,BOVINA ISD,'16,N,A,NQ,N,'185,PARMER
'180901,BOYS RANCH ISD,'16,N,A,NQ,N,'180,OLDHAM
'188904,BUSHLAND ISD,'16,N,R,NA,N,'188,POTTER
'106901,CANADIAN ISD,'16,N,R,NQ,N,'106,HEMPHILL
'191901,CANYON ISD,'16,N,R,NQ,P,'191,RANDALL
'103901,CHANNING ISD,'16,N,R,NQ,N,'103,HARTLEY
'038901,CHILDRESS ISD,'16,N,R,NQ,N,'038,CHILDRESS
'065901,CLARENDON ISD,'16,N,E,NQ,N,'065,DONLEY
'006902,CLAUDE ISD,'16,N,R,NQ,N,'006,ARMSTRONG
'056901,DALHART ISD,'16,N,R,NQ,N,'056,DALLAM
'148905,DARROUZETT ISD,'16,N,E,NA,N,'148,LIPSCOMB
'035901,DIMMITT ISD,'16,N,A,NQ,N,'035,CASTRO
'171901,DUMAS ISD,'16,N,A,NQ,N,'171,MOORE
'185902,FARWELL ISD,'16,N,R,NQ,N,'185,PARMER
'148902,FOLLETT ISD,'16,N,E,AT,N,'148,LIPSCOMB
'242906,FORT ELLIOTT CONS ISD,'16,N,R,NQ,N,'242,WHEELER
'185903,FRIONA ISD,'16,N,R,NQ,N,'185,PARMER
'090905,GRANDVIEW-HOPKINS ISD,'16,N,E,NA,N,'090,GRAY
'033901,GROOM ISD,'16,N,E,NQ,N,'033,CARSON
'098901,GRUVER ISD,'16,N,R,NQ,N,'098,HANSFORD
'219901,HAPPY ISD,'16,N,A,NQ,N,'219,SWISHER
'035902,HART ISD,'16,N,A,NQ,N,'035,CASTRO
'103902,HARTLEY ISD,'16,N,R,NQ,N,'103,HARTLEY
'065902,HEDLEY ISD,'16,N,R,AT,N,'065,DONLEY
'059901,HEREFORD ISD,'16,N,A,NQ,N,'059,DEAF SMITH
'148903,HIGGINS ISD,'16,N,A,NQ,N,'148,LIPSCOMB
'188903,HIGHLAND PARK ISD,'16,N,R,NQ,N,'188,POTTER
'242905,KELTON ISD,'16,N,E,NA,N,'242,WHEELER
'219905,KRESS ISD,'16,N,A,NQ,N,'219,SWISHER
'096908,LAKEVIEW ISD,'16,N,A,NQ,N,'096,HALL
'185904,LAZBUDDIE ISD,'16,N,R,NQ,N,'185,PARMER
'090902,LEFORS ISD,'16,N,R,NQ,N,'090,GRAY
'090903,MCLEAN ISD,'16,N,R,NQ,N,'090,GRAY
'096904,MEMPHIS ISD,'16,N,A,NQ,N,'096,HALL
'197902,MIAMI ISD,'16,N,E,NQ,N,'197,ROBERTS
'035903,NAZARETH ISD,'16,N,E,NQ,N,'035,CASTRO
'090904,PAMPA ISD,'16,N,R,NQ,N,'090,GRAY
'033902,PANHANDLE ISD,'16,N,A,NQ,N,'033,CARSON
'179901,PERRYTON ISD,'16,N,R,NQ,N,'179,OCHILTREE
'117904,PLEMONS-STINNETT-PHILLIPS CONS ISD,'16,N,R,NQ,N,'117,HUTCHINSON
'098903,PRINGLE-MORSE CONS ISD,'16,N,E,NA,N,'098,HANSFORD
'188902,RIVER ROAD ISD,'16,N,A,NQ,N,'188,POTTER
'044904,SAMNORWOOD ISD,'16,N,E,NQ,N,'044,COLLINGSWORTH
'117903,SANFORD ISD,'16,N,A,NQ,N,'117,HUTCHINSON
'242902,SHAMROCK ISD,'16,N,A,NQ,N,'242,WHEELER
'023902,SILVERTON ISD,'16,N,R,NQ,N,'023,BRISCOE
'098904,SPEARMAN ISD,'16,N,E,NQ,N,'098,HANSFORD
'117907,SPRING CREEK ISD,'16,N,E,NA,N,'117,HUTCHINSON
'211902,STRATFORD ISD,'16,N,A,NQ,N,'211,SHERMAN
'171902,SUNRAY ISD,'16,N,A,NQ,N,'171,MOORE
'211901,TEXHOMA ISD,'16,N,R,NA,N,'211,SHERMAN
'056902,TEXLINE ISD,'16,N,E,AC,N,'056,DALLAM
'219903,TULIA ISD,'16,N,R,NQ,N,'219,SWISHER
'096905,TURKEY-QUITAQUE ISD,'16,N,R,NQ,N,'096,HALL
'180902,VEGA ISD,'16,N,E,NQ,N,'180,OLDHAM
'059902,WALCOTT ISD,'16,N,E,NA,N,'059,DEAF SMITH
'044902,WELLINGTON ISD,'16,N,E,NQ,N,'044,COLLINGSWORTH
'242903,WHEELER ISD,'16,N,R,NQ,N,'242,WHEELER
'033904,WHITE DEER ISD,'16,N,E,NQ,N,'033,CARSON
'180904,WILDORADO ISD,'16,N,E,NA,N,'180,OLDHAM
'095901,ABERNATHY ISD,'17,N,R,NQ,N,'095,HALE
'140901,AMHERST ISD,'17,N,E,NQ,N,'140,LAMB
'110901,ANTON ISD,'17,N,A,NQ,N,'110,HOCKLEY
'017901,BORDEN COUNTY ISD,'17,N,E,NQ,N,'017,BORDEN
'223901,BROWNFIELD ISD,'17,N,A,NQ,N,'223,TERRY
'095902,COTTON CENTER ISD,'17,N,E,NQ,N,'095,HALE
'054901,CROSBYTON ISD,'17,N,A,NQ,N,'054,CROSBY
'058902,DAWSON ISD,'17,N,E,NQ,N,'058,DAWSON
'251901,DENVER CITY ISD,'17,N,R,NQ,N,'251,YOAKUM
'077901,FLOYDADA ISD,'17,N,A,NQ,N,'077,FLOYD
'152907,FRENSHIP ISD,'17,N,R,NQ,N,'152,LUBBOCK
'135001,GUTHRIE CSD,'17,N,E,AC,N,'135,KING
'095903,HALE CENTER ISD,'17,N,R,NQ,N,'095,HALE
'152910,IDALOU ISD,'17,N,R,NQ,N,'152,LUBBOCK
'132902,JAYTON-GIRARD ISD,'17,N,E,NQ,N,'132,KENT
'058905,KLONDIKE ISD,'17,N,R,NQ,N,'058,DAWSON
'058906,LAMESA ISD,'17,N,A,NQ,N,'058,DAWSON
'110902,LEVELLAND ISD,'17,N,A,NQ,N,'110,HOCKLEY
'140904,LITTLEFIELD ISD,'17,N,A,NQ,N,'140,LAMB
'077902,LOCKNEY ISD,'17,N,A,NQ,N,'077,FLOYD
'083902,LOOP ISD,'17,N,R,NQ,N,'083,GAINES
'054902,LORENZO ISD,'17,N,A,NQ,N,'054,CROSBY
'152901,LUBBOCK ISD,'17,N,A,NQ,N,'152,LUBBOCK
'152906,LUBBOCK-COOPER ISD,'17,N,R,NQ,N,'152,LUBBOCK
'223902,MEADOW ISD,'17,N,A,NQ,N,'223,TERRY
'040901,MORTON ISD,'17,N,A,NQ,N,'040,COCHRAN
'173901,MOTLEY COUNTY ISD,'17,N,R,NQ,N,'173,MOTLEY
'009901,MULESHOE ISD,'17,N,A,NQ,N,'009,BAILEY
'152902,NEW DEAL ISD,'17,N,R,NQ,N,'152,LUBBOCK
'153905,NEW HOME ISD,'17,N,A,NQ,N,'153,LYNN
'153903,O'DONNELL ISD,'17,N,R,NQ,N,'153,LYNN
'140905,OLTON ISD,'17,N,A,NQ,N,'140,LAMB
'051901,PADUCAH ISD,'17,N,R,NQ,N,'051,COTTLE
'063906,PATTON SPRINGS ISD,'17,N,E,NQ,N,'063,DICKENS
'095904,PETERSBURG ISD,'17,N,R,NQ,N,'095,HALE
'251902,PLAINS ISD,'17,N,E,NQ,N,'251,YOAKUM
'095905,PLAINVIEW ISD,'17,N,R,NQ,N,'095,HALE
'085902,POST ISD,'17,N,A,NQ,N,'085,GARZA
'054903,RALLS ISD,'17,N,A,NQ,N,'054,CROSBY
'152908,ROOSEVELT ISD,'17,N,A,NQ,N,'152,LUBBOCK
'110905,ROPES ISD,'17,N,A,NQ,N,'110,HOCKLEY
'058909,SANDS ISD,'17,N,R,AT,N,'058,DAWSON
'083901,SEAGRAVES ISD,'17,N,A,NQ,N,'083,GAINES
'083903,SEMINOLE ISD,'17,N,A,NQ,N,'083,GAINES
'152909,SHALLOWATER ISD,'17,N,A,NQ,N,'152,LUBBOCK
'152903,SLATON ISD,'17,N,A,NQ,N,'152,LUBBOCK
'110906,SMYER ISD,'17,N,A,NQ,N,'110,HOCKLEY
'085903,SOUTHLAND ISD,'17,N,A,NQ,N,'085,GARZA
'140906,SPADE ISD,'17,N,A,NQ,N,'140,LAMB
'140907,SPRINGLAKE-EARTH ISD,'17,N,R,NQ,N,'140,LAMB
'063903,SPUR ISD,'17,N,R,NQ,N,'063,DICKENS
'140908,SUDAN ISD,'17,N,A,NQ,N,'140,LAMB
'110907,SUNDOWN ISD,'17,N,E,NQ,N,'110,HOCKLEY
'153904,TAHOKA ISD,'17,N,R,NQ,N,'153,LYNN
'009903,THREE WAY ISD,'17,N,A,NQ,N,'009,BAILEY
'223904,WELLMAN-UNION CONS ISD,'17,N,R,NQ,N,'223,TERRY
'040902,WHITEFACE CONS ISD,'17,N,A,NQ,N,'040,COCHRAN
'110908,WHITHARRAL ISD,'17,N,A,NQ,N,'110,HOCKLEY
'153907,WILSON ISD,'17,N,R,NQ,N,'153,LYNN
'022901,ALPINE ISD,'18,N,A,NQ,N,'022,BREWSTER
'002901,ANDREWS ISD,'18,N,R,NQ,N,'002,ANDREWS
'195902,BALMORHEA ISD,'18,N,A,NQ,N,'195,REEVES
'114901,BIG SPRING ISD,'18,N,A,NQ,N,'114,HOWARD
'186901,BUENA VISTA ISD,'18,N,A,NQ,N,'186,PECOS
'114902,COAHOMA ISD,'18,N,R,NQ,N,'114,HOWARD
'052901,CRANE ISD,'18,N,R,NQ,N,'052,CRANE
'055901,CULBERSON COUNTY-ALLAMOORE ISD,'18,N,R,NQ,N,'055,CULBERSON
'068901,ECTOR COUNTY ISD,'18,N,A,NQ,P,'068,ECTOR
'114904,FORSAN ISD,'18,N,R,NQ,N,'114,HOWARD
'122901,FT DAVIS ISD,'18,N,R,NQ,N,'122,JEFF DAVIS
'186902,FT STOCKTON ISD,'18,N,A,NQ,N,'186,PECOS
'087901,GLASSCOCK COUNTY ISD,'18,N,A,NQ,N,'087,GLASSCOCK
'156905,GRADY ISD,'18,N,A,NQ,N,'156,MARTIN
'238904,GRANDFALLS-ROYALTY ISD,'18,N,A,NQ,N,'238,WARD
'165902,GREENWOOD ISD,'18,N,A,NQ,N,'165,MIDLAND
'186903,IRAAN-SHEFFIELD ISD,'18,N,A,NQ,N,'186,PECOS
'248901,KERMIT ISD,'18,N,A,NQ,N,'248,WINKLER
'022902,MARATHON ISD,'18,N,A,NQ,N,'022,BREWSTER
'189901,MARFA ISD,'18,N,A,NQ,N,'189,PRESIDIO
'231901,MCCAMEY ISD,'18,N,A,NQ,N,'231,UPTON
'165901,MIDLAND ISD,'18,N,A,NQ,N,'165,MIDLAND
'238902,MONAHANS-WICKETT-PYOTE ISD,'18,N,R,NQ,N,'238,WARD
'195901,PECOS-BARSTOW-TOYAH ISD,'18,N,A,NQ,N,'195,REEVES
'189902,PRESIDIO ISD,'18,N,A,NQ,N,'189,PRESIDIO
'231902,RANKIN ISD,'18,N,R,NQ,N,'231,UPTON
'192901,REAGAN COUNTY ISD,'18,N,A,NQ,N,'192,REAGAN
'022903,SAN VICENTE ISD,'18,N,E,NA,N,'022,BREWSTER
'156902,STANTON ISD,'18,N,A,NQ,N,'156,MARTIN
'022004,TERLINGUA CSD,'18,N,A,NQ,N,'022,BREWSTER
'222901,TERRELL COUNTY ISD,'18,N,E,NQ,N,'222,TERRELL
'122902,VALENTINE ISD,'18,N,R,NQ,N,'122,JEFF DAVIS
'248902,WINK-LOVING ISD,'18,N,E,NQ,N,'248,WINKLER
'071906,ANTHONY ISD,'19,N,R,NQ,N,'071,EL PASO
'071907,CANUTILLO ISD,'19,N,A,NQ,N,'071,EL PASO
'071901,CLINT ISD,'19,N,A,NQ,N,'071,EL PASO
'115903,DELL CITY ISD,'19,N,E,NQ,N,'115,HUDSPETH
'071902,EL PASO ISD,'19,N,A,NQ,P,'071,EL PASO
'071903,FABENS ISD,'19,N,A,NQ,N,'071,EL PASO
'115901,FT HANCOCK ISD,'19,N,L,NE,N,'115,HUDSPETH
'071904,SAN ELIZARIO ISD,'19,N,A,NQ,N,'071,EL PASO
'115902,SIERRA BLANCA ISD,'19,N,A,NQ,N,'115,HUDSPETH
'071909,SOCORRO ISD,'19,N,A,NQ,P,'071,EL PASO
'071908,TORNILLO ISD,'19,N,A,NQ,N,'071,EL PASO
'071905,YSLETA ISD,'19,N,R,NQ,P,'071,EL PASO
'015901,ALAMO HEIGHTS ISD,'20,N,A,NQ,N,'015,BEXAR
'064901,ASHERTON ISD,'20,N,S,NE,N,'064,DIMMIT
'010902,BANDERA ISD,'20,N,R,NQ,N,'010,BANDERA
'015801,BLESSED SACRAMENT ACAD CHARTER H S,'20,Y,C,CS,N,'015,BEXAR
'130901,BOERNE ISD,'20,N,A,NQ,N,'130,KENDALL
'136901,BRACKETT ISD,'20,N,A,NQ,N,'136,KINNEY
'015802,BUILDING ALTERNATIVE CHARTER,'20,Y,C,CS,N,'015,BEXAR
'064903,CARRIZO SPRINGS CONS ISD,'20,N,A,NQ,N,'064,DIMMIT
'133901,CENTER POINT ISD,'20,N,R,NQ,N,'133,KERR
'007901,CHARLOTTE ISD,'20,N,R,NQ,N,'007,ATASCOSA
'142901,COTULLA ISD,'20,N,A,NQ,N,'142,LA SALLE
'254901,CRYSTAL CITY ISD,'20,N,A,NQ,N,'254,ZAVALA
'163902,D'HANIS ISD,'20,N,A,NQ,N,'163,MEDINA
'163901,DEVINE ISD,'20,N,A,NQ,N,'163,MEDINA
'082902,DILLEY ISD,'20,N,A,NQ,N,'082,FRIO
'133905,DIVIDE ISD,'20,N,A,NA,N,'133,KERR
'159901,EAGLE PASS ISD,'20,N,A,NQ,N,'159,MAVERICK
'015911,EAST CENTRAL ISD,'20,N,A,NQ,N,'015,BEXAR
'015905,EDGEWOOD ISD,'20,N,A,NQ,N,'015,BEXAR
'247901,FLORESVILLE ISD,'20,N,A,NQ,N,'247,WILSON
'015914,FT SAM HOUSTON ISD,'20,N,A,NQ,N,'015,BEXAR
'015904,HARLANDALE ISD,'20,N,A,NQ,N,'015,BEXAR
'163904,HONDO ISD,'20,N,A,NQ,N,'163,MEDINA
'133902,HUNT ISD,'20,N,E,NA,N,'133,KERR
'133904,INGRAM ISD,'20,N,A,NQ,N,'133,KERR
'007902,JOURDANTON ISD,'20,N,A,NQ,N,'007,ATASCOSA
'015916,JUDSON ISD,'20,N,A,NQ,N,'015,BEXAR
'133903,KERRVILLE ISD,'20,N,A,NQ,N,'133,KERR
'232901,KNIPPA ISD,'20,N,R,AC,N,'232,UVALDE
'254902,LA PRYOR ISD,'20,N,A,NQ,N,'254,ZAVALA
'247903,LA VERNIA ISD,'20,N,R,NQ,N,'247,WILSON
'015913,LACKLAND ISD,'20,N,E,NQ,N,'015,BEXAR
'193902,LEAKEY ISD,'20,N,A,NQ,N,'193,REAL
'007904,LYTLE ISD,'20,N,R,NQ,N,'007,ATASCOSA
'010901,MEDINA ISD,'20,N,R,NQ,N,'010,BANDERA
'163908,MEDINA VALLEY ISD,'20,N,A,NQ,N,'163,MEDINA
'163903,NATALIA ISD,'20,N,A,NQ,N,'163,MEDINA
'015910,NORTH EAST ISD,'20,N,A,NQ,P,'015,BEXAR
'015915,NORTHSIDE ISD,'20,N,A,NQ,N,'015,BEXAR
'082903,PEARSALL ISD,'20,N,A,NQ,N,'082,FRIO
'007905,PLEASANTON ISD,'20,N,A,NQ,N,'007,ATASCOSA
'007906,POTEET ISD,'20,N,A,NQ,N,'007,ATASCOSA
'247904,POTH ISD,'20,N,R,NQ,N,'247,WILSON
'015906,RANDOLPH FIELD ISD,'20,N,R,NQ,N,'015,BEXAR
'232902,SABINAL ISD,'20,N,A,NQ,N,'232,UVALDE
'015907,SAN ANTONIO ISD,'20,N,A,NQ,N,'015,BEXAR
'015909,SOMERSET ISD,'20,N,A,NQ,N,'015,BEXAR
'015908,SOUTH SAN ANTONIO ISD,'20,N,A,NQ,N,'015,BEXAR
'015917,SOUTHSIDE ISD,'20,N,A,NQ,N,'015,BEXAR
'015912,SOUTHWEST ISD,'20,N,A,NQ,N,'015,BEXAR
'247906,STOCKDALE ISD,'20,N,R,NQ,N,'247,WILSON
'232904,UTOPIA ISD,'20,N,R,NQ,N,'232,UVALDE
'232903,UVALDE CONS ISD,'20,N,A,NQ,N,'232,UVALDE
